
455.8290747184714, 0, 
719.3028637441929, 1, 
2177.738830275169, 2, 
4249.97428657283, 3, 
6896.77489758669, 4, 
9744.189825747175, 5, 
12955.991420253546, 6, 
16149.1172733976, 7, 
19330.570889848736, 8, 
22453.777857838846, 9, 
25456.685294497925, 10, 
28352.269987585445, 11, 
31025.81379641151, 12, 
33613.781582924974, 13, 
36052.27445840948, 14, 
38198.61835288465, 15, 
40246.65949051555, 16, 
42157.3342243342, 17, 
43966.51944934971, 18, 
45542.229807928066, 19, 
47030.230772451, 20, 
48355.03042341367, 21, 
49569.91057076551, 22, 
50690.5670444044, 23, 
51742.90720923926, 24, 
52595.10821273573, 25, 
53475.80607187796, 26, 
54254.549583350105, 27, 
54852.06934130543, 28, 
55502.22156164935, 29, 
56112.47440714179, 30, 
56562.70563787381, 31, 
57016.21670096631, 32, 
57478.010394649165, 33, 
57872.10117452077, 34, 
58197.02912083771, 35, 
58509.67247890961, 36, 
58774.483890656316, 37, 
58975.9844954639, 38, 
59171.4354068656, 39, 
59385.08572523821, 40, 
59588.381614448874, 41, 
59754.32694279342, 42, 
59883.538297689905, 43, 
59992.23047162437, 44, 
60094.8264589446, 45, 
60197.3149950243, 46, 
60299.062632839086, 47, 
60396.81834962983, 48, 
60487.53026687937, 49, 
60569.44811085835, 50, 
60642.13104089405, 51, 
60706.03399790676, 52, 
60762.06732498615, 53, 
60811.27810000847, 54, 
60854.667585283605, 55, 
60893.11017892344, 56, 
60927.333558643586, 57, 
60957.92939690944, 58, 
60985.37565185374, 59, 
61010.06037068609, 60, 
61032.30258207434, 61, 
61052.36894857299, 62, 
61070.48631981124, 63, 
61086.85088448212, 64, 
61101.63472227717, 65, 
61114.990466990195, 66, 
61127.054643290314, 67, 
61137.950093150095, 68, 
61147.78778618289, 69, 
61156.66821548802, 70, 
61164.68251382015, 71, 
61171.91337855148, 72, 
61178.435862641185, 73, 
61184.318068234265, 74, 
61189.62176621537, 75, 
61194.40295661565, 76, 
61198.712379525, 77, 
61202.595982954575, 78, 
61206.09535216779, 79, 
61209.2481038634, 80, 
61212.08824793086, 81, 
61214.6465191166, 82, 
61216.95068071106, 83, 
61219.0258022238, 84, 
61220.89451291017, 85, 
61222.57723292879, 86, 
61224.09238382695, 87, 
61225.45657997154, 88, 
61226.6848024573, 89, 
61227.79055693891, 90, 
61228.78601674321, 91, 
61229.68215253056, 92, 
61230.48884968365, 93, 
61231.21501451811, 94, 
61231.868670323114, 95, 
61232.457044162285, 96, 
61232.98664528778, 97, 
61233.463335948996, 98, 
61233.892395311144, 99, 
61234.27857713483, 100, 
61234.626161811495, 101, 
61234.93900329441, 102, 
61235.22057141669, 103, 
61235.473990042105, 104, 
61235.70207145224, 105, 
61235.90734733702, 106, 
61236.09209671952, 107, 
61236.25837111531, 108, 
61236.40801719754, 109, 
61236.542697212855, 110, 
61236.66390736995, 111, 
61236.77299439997, 112, 
61236.871170470375, 113, 
61236.95952661429, 114, 
61237.03904482272, 115, 
61237.11060893232, 116, 
61237.17501442769, 117, 
61237.23297726668, 118, 
61237.285141825254, 119, 
61237.33208804995, 120, 
61237.37433789619, 121, 
61237.412361124196, 122, 
61237.44658051607, 123, 
61237.47737657184, 124, 
61237.505091736595, 125, 
61237.530034205105, 126, 
61237.55248134646, 127, 
61237.57268278646, 128, 
61237.59086318178, 129, 
61237.60722471716, 130, 
61237.6219493527, 131, 
61237.6352008466, 132, 
61237.64712657559, 133, 
61237.65785917355, 134, 
61237.66751800592, 135, 
61237.67621049715, 136, 
61237.684033324884, 137, 
61237.6910734951, 138, 
